Name,Week,Opponent,rushingattempts_car,rushingyards_car,rushingyardsperattempt_car,rushingtouchdowns_car,receivingtargets_car,receptions_car,receivingyards_car,receivingtouchdowns_car,fumbles_car,fumbleslost_car
Dan Herron,17,BAL,1.3333333333333333,1.6666666666666667,-0.09999999999999994,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Daniel Thomas,1,HOU,3.0,11.0,3.7,0.0,3.0,1.0,32.0,0.0,1.0,1.0
Daniel Thomas,3,NYJ,11.0,40.0,3.6500000000000004,0.5,2.5,1.0,21.5,0.0,1.0,1.0
Daniel Thomas,4,ARI,8.666666666666666,28.0,2.766666666666667,0.3333333333333333,2.0,1.0,16.333333333333332,0.0,0.6666666666666666,0.6666666666666666
Daniel Thomas,5,CIN,9.0,28.25,2.8000000000000003,0.5,1.75,1.0,14.25,0.0,0.5,0.5
Daniel Thomas,8,NYJ,10.2,31.0,2.8,0.6,1.8,1.0,12.0,0.0,0.4,0.4
Daniel Thomas,9,IND,9.5,32.0,3.3666666666666667,0.5,2.1666666666666665,1.1666666666666667,14.166666666666666,0.0,0.3333333333333333,0.3333333333333333
Daniel Thomas,10,TEN,8.857142857142858,30.428571428571427,3.4857142857142853,0.42857142857142855,2.7142857142857144,1.7142857142857142,17.0,0.0,0.2857142857142857,0.2857142857142857
Daniel Thomas,11,BUF,9.25,30.75,3.4000000000000004,0.375,2.375,1.5,14.875,0.0,0.25,0.25
Daniel Thomas,12,SEA,9.222222222222221,34.0,3.7666666666666675,0.4444444444444444,2.2222222222222223,1.4444444444444444,15.222222222222221,0.0,0.2222222222222222,0.2222222222222222
Daniel Thomas,13,NE,8.8,31.6,3.5900000000000007,0.4,2.2,1.5,15.6,0.0,0.3,0.2
Daniel Thomas,14,SF,8.181818181818182,29.0,3.4000000000000004,0.36363636363636365,2.0,1.3636363636363635,14.181818181818182,0.0,0.2727272727272727,0.18181818181818182
Daniel Thomas,15,JAX,7.583333333333333,27.083333333333332,3.616666666666667,0.3333333333333333,1.8333333333333333,1.25,13.0,0.0,0.25,0.16666666666666666
Danny Woodhead,1,TEN,6.0,20.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Danny Woodhead,2,ARI,7.0,19.0,2.75,0.0,0.5,0.5,6.0,0.0,0.0,0.0
Danny Woodhead,3,BAL,9.666666666666666,24.0,2.6,0.3333333333333333,1.0,0.6666666666666666,7.0,0.0,0.0,0.0
Danny Woodhead,4,BUF,7.25,18.0,1.95,0.25,1.25,1.0,11.0,0.25,0.0,0.0
Danny Woodhead,5,DEN,7.2,23.8,2.9,0.2,1.2,1.0,13.8,0.2,0.0,0.0
Danny Woodhead,6,SEA,6.666666666666667,24.0,3.4499999999999997,0.16666666666666666,1.8333333333333333,1.6666666666666667,19.166666666666668,0.16666666666666666,0.0,0.0
Danny Woodhead,7,NYJ,6.571428571428571,23.0,3.357142857142857,0.14285714285714285,2.142857142857143,2.0,20.571428571428573,0.14285714285714285,0.0,0.0
Danny Woodhead,8,LAR,6.0,20.5,3.125,0.125,2.75,2.375,25.0,0.125,0.0,0.0
Danny Woodhead,10,BUF,5.444444444444445,19.88888888888889,4.444444444444445,0.2222222222222222,3.111111111111111,2.5555555555555554,27.333333333333332,0.2222222222222222,0.0,0.0
Danny Woodhead,11,IND,4.9,17.9,4.0,0.2,2.8,2.3,24.6,0.2,0.0,0.0
Danny Woodhead,12,NYJ,4.636363636363637,17.0,4.0,0.18181818181818182,2.6363636363636362,2.1818181818181817,23.363636363636363,0.18181818181818182,0.0,0.0
Danny Woodhead,13,MIA,4.75,17.583333333333332,4.0,0.16666666666666666,2.6666666666666665,2.1666666666666665,22.666666666666668,0.16666666666666666,0.0,0.0
Danny Woodhead,14,HOU,4.461538461538462,16.53846153846154,4.0,0.15384615384615385,2.6923076923076925,2.1538461538461537,23.53846153846154,0.15384615384615385,0.07692307692307693,0.0
Danny Woodhead,15,SF,5.0,19.714285714285715,4.078571428571428,0.2857142857142857,3.2142857142857144,2.357142857142857,23.5,0.14285714285714285,0.07142857142857142,0.0
Danny Woodhead,16,JAX,4.866666666666666,18.866666666666667,3.96,0.26666666666666666,3.3333333333333335,2.3333333333333335,24.466666666666665,0.2,0.06666666666666667,0.0
Danny Woodhead,17,MIA,4.75,18.8125,4.0875,0.25,3.4375,2.5,27.875,0.1875,0.0625,0.0
Darius Reynaud,1,NE,2.0,2.0,1.0,0.0,4.0,3.0,17.0,0.0,0.0,0.0
Darius Reynaud,2,LAC,1.0,1.0,0.5,0.0,2.0,1.5,8.5,0.0,0.0,0.0
Darius Reynaud,3,DET,1.0,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,1.0,5.666666666666667,0.0,0.0,0.0
Darius Reynaud,4,HOU,0.75,0.5,0.25,0.0,1.0,0.75,4.25,0.0,0.25,0.0
Darius Reynaud,5,MIN,0.8,2.0,1.8,0.0,0.8,0.6,3.4,0.0,0.2,0.0
Darius Reynaud,6,PIT,0.6666666666666666,1.6666666666666667,1.5,0.0,0.6666666666666666,0.5,2.8333333333333335,0.0,0.16666666666666666,0.0
Darius Reynaud,7,BUF,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.0,0.8571428571428571,0.7142857142857143,5.0,0.0,0.14285714285714285,0.0
Darius Reynaud,8,IND,0.75,1.25,1.125,0.0,0.75,0.625,4.375,0.0,0.125,0.0
Darius Reynaud,9,CHI,0.6666666666666666,1.1111111111111112,1.0,0.0,0.6666666666666666,0.5555555555555556,3.888888888888889,0.0,0.1111111111111111,0.0
Darius Reynaud,10,MIA,1.0,2.5,1.28,0.0,0.7,0.5,3.5,0.0,0.1,0.0
Darius Reynaud,12,JAX,1.0909090909090908,2.727272727272727,1.3909090909090909,0.0,0.8181818181818182,0.45454545454545453,3.1818181818181817,0.0,0.09090909090909091,0.0
Darius Reynaud,13,HOU,1.0,2.5,1.2750000000000001,0.0,0.75,0.4166666666666667,2.9166666666666665,0.0,0.08333333333333333,0.0
Darius Reynaud,14,IND,1.0,2.4615384615384617,1.330769230769231,0.0,0.6923076923076923,0.38461538461538464,2.6923076923076925,0.0,0.07692307692307693,0.0
Darius Reynaud,15,NYJ,0.9285714285714286,2.2857142857142856,1.2357142857142858,0.0,0.6428571428571429,0.35714285714285715,2.5,0.0,0.07142857142857142,0.0
Darius Reynaud,16,GB,0.8666666666666667,2.1333333333333333,1.1533333333333333,0.0,0.6,0.3333333333333333,2.3333333333333335,0.0,0.06666666666666667,0.0
Darius Reynaud,17,JAX,1.0,2.0625,1.1,0.0,0.5625,0.3125,2.1875,0.0,0.0625,0.0
Darrel Young,1,NO,2.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,2,LAR,1.0,1.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,3,CIN,0.6666666666666666,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darrel Young,4,TB,0.5,0.75,0.375,0.0,0.5,0.5,10.0,0.0,0.0,0.0
Darrel Young,5,ATL,0.4,0.6,0.3,0.0,0.4,0.4,8.0,0.0,0.0,0.0
Darrel Young,6,MIN,0.3333333333333333,0.5,0.25,0.0,0.5,0.5,7.666666666666667,0.16666666666666666,0.0,0.0
Darrel Young,7,NYG,1.0,4.142857142857143,0.9571428571428572,0.0,0.5714285714285714,0.5714285714285714,7.428571428571429,0.14285714285714285,0.0,0.0
Darrel Young,8,PIT,1.0,4.875,2.0875,0.0,0.625,0.5,6.5,0.125,0.0,0.0
Darrel Young,9,CAR,1.0,4.666666666666667,2.1888888888888887,0.0,0.5555555555555556,0.4444444444444444,5.777777777777778,0.1111111111111111,0.0,0.0
Darrel Young,11,PHI,0.9,4.2,1.97,0.0,0.6,0.5,5.8,0.2,0.0,0.0
Darrel Young,12,DAL,0.8181818181818182,3.8181818181818183,1.7909090909090908,0.0,0.5454545454545454,0.45454545454545453,5.2727272727272725,0.18181818181818182,0.0,0.0
Darrel Young,13,NYG,0.9166666666666666,4.166666666666667,1.9749999999999999,0.0,0.5833333333333334,0.5,6.083333333333333,0.16666666666666666,0.0,0.0
Darrel Young,14,BAL,0.8461538461538461,3.8461538461538463,1.823076923076923,0.0,0.6153846153846154,0.5384615384615384,7.769230769230769,0.15384615384615385,0.0,0.0
Darrel Young,15,CLE,1.0,4.285714285714286,1.9285714285714286,0.0,0.6428571428571429,0.5714285714285714,7.785714285714286,0.14285714285714285,0.0,0.0
Darrel Young,16,PHI,0.9333333333333333,4.0,1.8,0.0,0.6,0.5333333333333333,7.266666666666667,0.13333333333333333,0.0,0.0
Darrel Young,17,DAL,0.875,3.75,1.6875,0.0,0.5625,0.5,6.8125,0.125,0.0,0.0
Darren Evans,12,JAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darren McFadden,1,LAC,15.0,32.0,2.1,0.0,18.0,13.0,86.0,0.0,0.0,0.0
Darren McFadden,2,MIA,13.0,27.0,2.05,0.0,12.5,7.5,52.5,0.0,0.0,0.0
Darren McFadden,3,PIT,14.666666666666666,55.666666666666664,3.4666666666666663,0.3333333333333333,9.0,5.666666666666667,35.666666666666664,0.0,0.0,0.0
Darren McFadden,4,DEN,14.25,50.25,3.2499999999999996,0.25,7.0,4.5,27.75,0.0,0.0,0.0
Darren McFadden,6,ATL,16.8,54.2,3.1199999999999997,0.4,6.4,4.2,27.8,0.0,0.2,0.2
Darren McFadden,7,JAX,17.166666666666668,54.0,3.0666666666666664,0.3333333333333333,6.5,4.166666666666667,27.833333333333332,0.0,0.16666666666666666,0.16666666666666666
Darren McFadden,8,KC,18.857142857142858,62.57142857142857,3.1857142857142855,0.2857142857142857,6.428571428571429,4.142857142857143,27.142857142857142,0.0,0.14285714285714285,0.14285714285714285
Darren McFadden,9,TB,17.375,56.875,3.0875,0.25,6.0,3.875,23.75,0.0,0.125,0.125
Darren McFadden,14,DEN,16.666666666666668,56.333333333333336,3.2666666666666666,0.2222222222222222,5.777777777777778,3.6666666666666665,22.444444444444443,0.1111111111111111,0.1111111111111111,0.1111111111111111
Darren McFadden,15,KC,18.0,61.7,3.31,0.2,5.6,3.7,24.1,0.1,0.2,0.2
Darren McFadden,16,CAR,17.90909090909091,59.09090909090909,3.1818181818181817,0.18181818181818182,5.454545454545454,3.6363636363636362,23.272727272727273,0.09090909090909091,0.18181818181818182,0.18181818181818182
Darren McFadden,17,LAC,18.0,58.916666666666664,3.1666666666666665,0.16666666666666666,5.25,3.5,21.5,0.08333333333333333,0.16666666666666666,0.16666666666666666
Darren Sproles,1,WAS,0.0,0.0,0.0,0.0,8.0,5.0,35.0,1.0,0.0,0.0
Darren Sproles,2,CAR,0.0,0.0,0.0,0.0,11.0,9.0,81.5,0.5,0.0,0.0
Darren Sproles,3,KC,2.3333333333333335,20.666666666666668,2.966666666666667,0.0,8.333333333333334,6.0,54.333333333333336,0.3333333333333333,0.0,0.0
Darren Sproles,4,GB,3.0,20.5,3.225,0.0,8.0,5.75,51.75,0.5,0.0,0.0
Darren Sproles,5,LAC,3.4,18.2,2.9400000000000004,0.0,7.8,5.6,47.0,0.4,0.0,0.0
Darren Sproles,7,TB,3.6666666666666665,19.666666666666668,3.35,0.0,7.166666666666667,5.333333333333333,44.5,0.5,0.0,0.0
Darren Sproles,8,DEN,3.7142857142857144,16.714285714285715,2.842857142857143,0.0,7.428571428571429,5.571428571428571,46.142857142857146,0.5714285714285714,0.0,0.0
Darren Sproles,12,SF,3.25,14.625,2.4875,0.0,7.625,5.75,48.5,0.5,0.0,0.0
Darren Sproles,13,ATL,2.888888888888889,13.0,2.211111111111111,0.0,7.777777777777778,5.666666666666667,48.333333333333336,0.4444444444444444,0.0,0.0
Darren Sproles,14,NYG,3.1,17.3,3.11,0.1,7.7,5.5,46.3,0.5,0.0,0.0
Darren Sproles,15,TB,3.272727272727273,17.727272727272727,3.227272727272727,0.09090909090909091,7.7272727272727275,5.454545454545454,44.0,0.5454545454545454,0.0,0.0
Darren Sproles,16,DAL,3.75,20.25,3.4,0.08333333333333333,7.916666666666667,5.583333333333333,49.0,0.5,0.0,0.0
Darren Sproles,17,CAR,3.6923076923076925,18.76923076923077,3.161538461538461,0.07692307692307693,8.0,5.769230769230769,51.30769230769231,0.5384615384615384,0.0,0.0
Daryl Richardson,1,DET,2.0,20.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daryl Richardson,2,WAS,8.5,51.5,7.75,0.0,1.5,1.0,9.5,0.0,0.5,0.5
Daryl Richardson,3,CHI,7.0,39.666666666666664,6.5,0.0,1.3333333333333333,1.0,7.666666666666667,0.0,0.3333333333333333,0.3333333333333333
Daryl Richardson,4,SEA,6.75,33.75,5.55,0.0,1.75,1.25,9.0,0.0,0.25,0.25
Daryl Richardson,5,ARI,7.2,34.0,5.22,0.0,1.8,1.0,7.2,0.0,0.2,0.2
Daryl Richardson,6,MIA,7.833333333333333,41.0,5.5,0.0,2.0,1.1666666666666667,9.833333333333334,0.0,0.16666666666666666,0.16666666666666666
Daryl Richardson,7,GB,7.857142857142857,40.285714285714285,5.357142857142857,0.0,2.142857142857143,1.4285714285714286,14.571428571428571,0.0,0.14285714285714285,0.14285714285714285
Daryl Richardson,8,NE,7.75,41.875,5.637499999999999,0.0,2.375,1.75,12.375,0.0,0.25,0.125
Daryl Richardson,10,SF,7.666666666666667,43.666666666666664,5.933333333333333,0.0,2.3333333333333335,1.6666666666666667,11.0,0.0,0.2222222222222222,0.1111111111111111
Daryl Richardson,11,NYJ,7.5,41.9,5.769999999999999,0.0,2.4,1.6,11.7,0.0,0.3,0.2
Daryl Richardson,12,ARI,7.454545454545454,41.0,5.663636363636363,0.0,2.1818181818181817,1.4545454545454546,10.636363636363637,0.0,0.2727272727272727,0.18181818181818182
Daryl Richardson,13,SF,7.083333333333333,38.083333333333336,5.358333333333332,0.0,2.25,1.5833333333333333,10.333333333333334,0.0,0.25,0.16666666666666666
Daryl Richardson,14,BUF,6.769230769230769,35.46153846153846,5.046153846153844,0.0,2.076923076923077,1.4615384615384615,9.538461538461538,0.0,0.23076923076923078,0.15384615384615385
Daryl Richardson,15,MIN,6.5,33.285714285714285,4.807142857142856,0.0,2.357142857142857,1.5714285714285714,10.642857142857142,0.0,0.21428571428571427,0.14285714285714285
Daryl Richardson,16,TB,6.4,31.666666666666668,4.606666666666666,0.0,2.2666666666666666,1.4666666666666666,9.933333333333334,0.0,0.2,0.13333333333333333
Daryl Richardson,17,SEA,6.125,29.6875,4.3187500000000005,0.0,2.25,1.5,10.1875,0.0,0.1875,0.125
David Wilson,1,DAL,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
David Wilson,2,TB,2.5,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5
David Wilson,3,CAR,2.0,2.6666666666666665,0.6666666666666666,0.0,1.0,0.3333333333333333,1.0,0.0,0.3333333333333333,0.3333333333333333
David Wilson,4,PHI,1.5,2.0,0.5,0.0,1.0,0.25,0.75,0.0,0.25,0.25
David Wilson,5,CLE,1.6,10.4,4.8,0.2,0.8,0.2,0.6,0.0,0.2,0.2
David Wilson,6,SF,2.5,14.5,4.833333333333333,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.0,0.16666666666666666,0.16666666666666666
David Wilson,7,WAS,2.142857142857143,12.428571428571429,4.142857142857143,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.42857142857142855,0.0,0.14285714285714285,0.14285714285714285
David Wilson,8,DAL,2.125,11.0,3.6875,0.125,0.5,0.125,0.375,0.0,0.125,0.125
David Wilson,9,PIT,1.8888888888888888,9.777777777777779,3.2777777777777777,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.0,0.1111111111111111,0.1111111111111111
David Wilson,10,CIN,1.8,8.9,3.05,0.1,0.4,0.1,0.3,0.0,0.1,0.1
David Wilson,12,GB,2.1818181818181817,9.272727272727273,2.972727272727273,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.7272727272727273,0.0,0.09090909090909091,0.09090909090909091
David Wilson,13,WAS,2.3333333333333335,9.25,2.9083333333333337,0.08333333333333333,0.4166666666666667,0.16666666666666666,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333
David Wilson,14,NO,3.1538461538461537,16.23076923076923,3.2769230769230777,0.23076923076923078,0.38461538461538464,0.15384615384615385,0.6153846153846154,0.0,0.07692307692307693,0.07692307692307693
David Wilson,15,ATL,3.7857142857142856,19.0,3.3714285714285723,0.21428571428571427,0.5714285714285714,0.21428571428571427,1.3571428571428572,0.0,0.07142857142857142,0.07142857142857142
David Wilson,16,BAL,3.7333333333333334,18.866666666666667,3.5266666666666677,0.26666666666666666,0.5333333333333333,0.2,1.2666666666666666,0.0,0.06666666666666667,0.06666666666666667
David Wilson,17,PHI,4.4375,22.375,3.61875,0.25,0.5625,0.25,2.125,0.0625,0.0625,0.0625
DeAngelo Williams,1,TB,6.0,-1.0,-0.2,0.0,1.0,1.0,5.0,0.0,0.0,0.0
DeAngelo Williams,2,NO,10.0,34.0,2.35,0.5,0.5,0.5,2.5,0.0,0.0,0.0
DeAngelo Williams,3,NYG,10.333333333333334,39.333333333333336,3.0666666666666664,0.3333333333333333,1.0,1.0,9.333333333333334,0.0,0.0,0.0
DeAngelo Williams,4,ATL,10.5,41.75,3.425,0.5,1.25,1.0,7.5,0.0,0.0,0.0
DeAngelo Williams,5,SEA,9.6,34.6,2.94,0.4,1.4,0.8,6.0,0.0,0.2,0.2
DeAngelo Williams,7,DAL,8.333333333333334,29.5,2.783333333333333,0.3333333333333333,1.1666666666666667,0.6666666666666666,5.0,0.0,0.16666666666666666,0.16666666666666666
DeAngelo Williams,8,CHI,8.714285714285714,30.0,2.814285714285714,0.2857142857142857,1.0,0.5714285714285714,4.285714285714286,0.0,0.14285714285714285,0.14285714285714285
DeAngelo Williams,9,WAS,8.375,30.875,3.2375,0.375,0.875,0.5,3.75,0.0,0.125,0.125
DeAngelo Williams,10,DEN,8.11111111111111,28.11111111111111,2.988888888888889,0.3333333333333333,0.8888888888888888,0.5555555555555556,5.222222222222222,0.0,0.1111111111111111,0.1111111111111111
DeAngelo Williams,11,TB,8.0,27.1,2.95,0.3,0.8,0.5,4.7,0.0,0.1,0.1
DeAngelo Williams,12,PHI,8.272727272727273,26.545454545454547,2.8545454545454545,0.2727272727272727,0.8181818181818182,0.45454545454545453,4.2727272727272725,0.0,0.09090909090909091,0.09090909090909091
DeAngelo Williams,13,KC,8.583333333333334,29.916666666666668,3.0833333333333335,0.25,0.8333333333333334,0.5,4.0,0.0,0.08333333333333333,0.08333333333333333
DeAngelo Williams,14,ATL,9.23076923076923,31.923076923076923,3.0999999999999996,0.23076923076923078,1.0,0.6153846153846154,8.0,0.07692307692307693,0.07692307692307693,0.07692307692307693
DeAngelo Williams,15,LAC,10.142857142857142,36.285714285714285,3.1785714285714284,0.21428571428571427,1.0714285714285714,0.7142857142857143,11.071428571428571,0.14285714285714285,0.14285714285714285,0.14285714285714285
DeAngelo Williams,16,OAK,10.133333333333333,35.13333333333333,3.0933333333333333,0.2,1.2,0.8,12.266666666666667,0.13333333333333333,0.13333333333333333,0.13333333333333333
DeAngelo Williams,17,NO,10.8125,46.0625,3.5250000000000004,0.3125,1.25,0.8125,11.6875,0.125,0.125,0.125
DeMarco Murray,1,NYG,20.0,131.0,6.6,0.0,2.0,2.0,9.0,0.0,0.0,0.0
DeMarco Murray,2,SEA,16.0,87.5,5.15,0.0,3.0,3.0,20.0,0.0,0.0,0.0
DeMarco Murray,3,TB,16.666666666666668,71.0,4.133333333333334,0.3333333333333333,3.3333333333333335,3.0,19.0,0.0,0.0,0.0
DeMarco Murray,4,CHI,15.25,59.25,3.6500000000000004,0.25,4.25,4.0,28.5,0.0,0.25,0.0
DeMarco Murray,6,BAL,15.0,66.0,4.24,0.2,3.6,3.4,23.6,0.0,0.2,0.0
DeMarco Murray,13,PHI,16.333333333333332,68.83333333333333,4.133333333333334,0.3333333333333333,3.6666666666666665,3.5,22.833333333333332,0.0,0.16666666666666666,0.0
DeMarco Murray,14,CIN,17.0,66.57142857142857,3.900000000000001,0.42857142857142855,4.0,3.5714285714285716,22.714285714285715,0.0,0.14285714285714285,0.0
DeMarco Murray,15,PIT,16.625,68.375,4.1375,0.5,4.0,3.625,23.75,0.0,0.25,0.125
DeMarco Murray,16,NO,16.0,65.22222222222223,4.077777777777778,0.4444444444444444,4.222222222222222,3.6666666666666665,26.77777777777778,0.0,0.3333333333333333,0.2222222222222222
DeMarco Murray,17,WAS,16.1,66.3,4.12,0.4,4.2,3.5,25.1,0.0,0.3,0.2
Deji Karim,15,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deji Karim,16,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deji Karim,17,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delone Carter,5,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delone Carter,6,NYJ,2.0,6.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Delone Carter,7,CLE,5.0,18.0,2.3000000000000003,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
Delone Carter,8,TEN,4.25,15.5,2.725,0.25,0.25,0.0,0.0,0.0,0.0,0.0
Delone Carter,9,MIA,5.0,18.6,2.96,0.2,0.2,0.0,0.0,0.0,0.0,0.0
Delone Carter,10,JAX,4.5,16.666666666666668,3.0500000000000003,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
Delone Carter,11,NE,4.142857142857143,17.285714285714285,4.114285714285715,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0.0,0.0
Delone Carter,12,BUF,3.625,15.125,3.5999999999999996,0.25,0.125,0.0,0.0,0.0,0.0,0.0
Delone Carter,13,DET,3.2222222222222223,13.444444444444445,3.1999999999999997,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0,0.0,0.0
Delone Carter,14,TEN,3.2,12.2,2.9099999999999997,0.3,0.2,0.1,1.3,0.0,0.1,0.0
Dexter McCluster,1,ATL,0.0,0.0,0.0,0.0,10.0,6.0,82.0,0.0,0.0,0.0
Dexter McCluster,2,BUF,0.0,0.0,0.0,0.0,7.5,5.0,57.0,0.0,0.0,0.0
Dexter McCluster,3,NO,0.3333333333333333,1.6666666666666667,1.6666666666666667,0.0,6.333333333333333,4.333333333333333,47.333333333333336,0.0,0.3333333333333333,0.3333333333333333
Dexter McCluster,4,LAC,0.25,1.25,1.25,0.0,5.5,3.75,37.0,0.0,0.25,0.25
Dexter McCluster,5,BAL,0.2,1.0,1.0,0.0,4.4,3.0,29.6,0.0,0.2,0.2
Dexter McCluster,6,TB,0.16666666666666666,0.8333333333333334,0.8333333333333334,0.0,5.0,3.5,31.166666666666668,0.0,0.16666666666666666,0.16666666666666666
Dexter McCluster,8,OAK,0.42857142857142855,2.857142857142857,1.7857142857142858,0.0,5.428571428571429,3.857142857142857,34.42857142857143,0.14285714285714285,0.14285714285714285,0.14285714285714285
Dexter McCluster,9,LAC,0.875,4.625,2.0875,0.0,5.5,3.625,32.25,0.125,0.25,0.25
Dexter McCluster,10,PIT,0.7777777777777778,4.111111111111111,1.8555555555555554,0.0,5.444444444444445,3.4444444444444446,30.666666666666668,0.1111111111111111,0.2222222222222222,0.2222222222222222
Dexter McCluster,11,CIN,0.7,3.7,1.67,0.0,5.2,3.4,31.3,0.1,0.2,0.2
Dexter McCluster,12,DEN,0.8181818181818182,5.454545454545454,2.5636363636363635,0.0,5.090909090909091,3.4545454545454546,30.363636363636363,0.09090909090909091,0.18181818181818182,0.18181818181818182
Dexter McCluster,13,CAR,0.8333333333333334,5.0,2.35,0.0,4.833333333333333,3.3333333333333335,29.166666666666668,0.08333333333333333,0.16666666666666666,0.16666666666666666
Dexter McCluster,14,CLE,0.8461538461538461,4.615384615384615,2.169230769230769,0.0,4.615384615384615,3.1538461538461537,27.53846153846154,0.07692307692307693,0.15384615384615385,0.15384615384615385
Dexter McCluster,15,OAK,0.7857142857142857,4.285714285714286,2.0142857142857142,0.0,5.0,3.4285714285714284,29.785714285714285,0.07142857142857142,0.14285714285714285,0.14285714285714285
Dexter McCluster,16,IND,0.8,4.666666666666667,2.546666666666667,0.0,4.933333333333334,3.4,29.8,0.06666666666666667,0.13333333333333333,0.13333333333333333
Dexter McCluster,17,DEN,0.75,4.375,2.3875,0.0,4.75,3.25,28.25,0.0625,0.125,0.125
Dion Lewis,5,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,10,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,11,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,12,CAR,1.25,6.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,13,DAL,1.4,7.6,2.3600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dion Lewis,14,TB,1.3333333333333333,5.666666666666667,1.3,0.0,0.16666666666666666,0.16666666666666666,4.666666666666667,0.0,0.0,0.0
Dion Lewis,15,CIN,1.2857142857142858,5.285714285714286,1.542857142857143,0.0,0.2857142857142857,0.2857142857142857,3.4285714285714284,0.0,0.0,0.0
Dion Lewis,16,WAS,1.25,6.75,3.475,0.125,0.25,0.25,3.0,0.0,0.0,0.0
Dion Lewis,17,NYG,1.4444444444444444,7.666666666666667,3.644444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,2.6666666666666665,0.0,0.0,0.0
Donald Brown,1,CHI,9.0,48.0,5.3,1.0,2.0,0.0,0.0,0.0,0.0,0.0
Donald Brown,2,MIN,12.5,46.5,4.05,0.5,1.0,0.0,0.0,0.0,0.0,0.0
Donald Brown,3,JAX,14.333333333333334,51.666666666666664,3.8333333333333335,0.3333333333333333,1.0,0.3333333333333333,13.0,0.0,0.0,0.0
Donald Brown,5,GB,15.0,59.75,4.1,0.25,1.25,0.75,11.75,0.0,0.0,0.0
Donald Brown,8,TEN,14.8,63.8,4.42,0.2,1.2,0.6,9.4,0.0,0.0,0.0
Donald Brown,9,MIA,12.333333333333334,53.166666666666664,3.683333333333333,0.16666666666666666,1.1666666666666667,0.6666666666666666,9.0,0.0,0.0,0.0
Donald Brown,10,JAX,12.571428571428571,51.57142857142857,3.5857142857142854,0.14285714285714285,1.1428571428571428,0.5714285714285714,7.714285714285714,0.0,0.0,0.0
Donald Brown,11,NE,11.5,47.25,3.6624999999999996,0.125,1.25,0.75,7.5,0.0,0.0,0.0
Donald Brown,12,BUF,11.333333333333334,44.888888888888886,3.5444444444444443,0.1111111111111111,1.2222222222222223,0.7777777777777778,9.222222222222221,0.0,0.0,0.0
Donald Brown,13,DET,10.8,41.7,3.41,0.1,1.3,0.9,9.3,0.0,0.0,0.0
Doug Martin,1,CAR,24.0,95.0,4.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0
Doug Martin,2,NYG,22.0,80.5,3.65,0.5,3.5,2.0,11.5,0.0,0.0,0.0
Doug Martin,3,DAL,21.0,71.33333333333333,3.3666666666666667,0.3333333333333333,3.3333333333333335,2.0,14.666666666666666,0.0,0.0,0.0
Doug Martin,4,WAS,17.75,61.75,3.55,0.25,3.75,2.0,13.25,0.0,0.0,0.0
Doug Martin,6,KC,16.8,64.6,4.0,0.2,3.8,2.0,21.6,0.0,0.0,0.0
Doug Martin,7,NO,16.666666666666668,68.0,4.216666666666667,0.3333333333333333,3.6666666666666665,2.1666666666666665,24.166666666666668,0.0,0.0,0.0
